Autocorrelation,Contrast,Correlation,Correlation.1,Cluster Prominence,Cluster Shade,Dissimilarity,Energy,Entropy, Homogeneity,Homogeneity: [2],Maximum probability:,Sum of sqaures: Variance,Sum average,Sum variance,Sum entropy,Difference variance,Difference entropy ,Information measure of correlation1 ,Informaiton measure of correlation2,Inverse difference normalized,Inverse difference moment normalized,class
4.937604887543253,0.4238128364090734,0.8941213790077293,0.8941213790077304,231.24861395116048,32.252113273299905,0.2322327950788159,0.5184993080371005,1.4586991216441023,0.9074957280910732,0.9016473071013184,0.716356013912918,5.094305399741086,3.5488029844290656,12.96490367085357,1.2283232939673017,0.4238128364090734,0.5869633641911172,-0.5285008443185946,0.8052230162963462,0.9760921052267292,0.994057948590142,1
2.5517216935793927,0.2594795871780084,0.8719471820442226,0.8719471820442226,202.0270053856512,25.453599020667102,0.1099888864859669,0.8135689427569672,0.6448211118004473,0.9617019043549814,0.9582777124602936,0.9017078467416376,2.6413390010377618,2.5834641123606303,7.92791268608659,0.5498045239540513,0.2594795871780084,0.3153871897592089,-0.5382523316555828,0.6143952513339722,0.9892011447685288,0.9965500814123154,1
6.206039038470781,0.6186690515667053,0.8816093953064871,0.8816093953064871,290.4790833042147,38.49325874316294,0.2874174896674357,0.4650857591827589,1.6220992869274211,0.8932140562030572,0.8856809584129732,0.6766099727268359,6.453879982120757,3.9512142565359474,16.582751374395983,1.352757464228414,0.618669051566705,0.6634001589241054,-0.4952620376416576,0.8094466543413275,0.9712161107703836,0.991678633087722,1
1.885596285082661,0.1942345492118415,0.8289615264197523,0.8289615264197514,82.50002835046439,12.126491543917936,0.0900145076412917,0.849844708744169,0.5249567565011509,0.96782174899678,0.964763511995708,0.9216959222414456,1.9457840753105773,2.379112000192234,5.820273057969978,0.4442268059590242,0.1942345492118416,0.2725368483152998,-0.5210132341118131,0.5555763949398878,0.991031921226468,0.997319492305936,1
4.790394830113417,0.4810346981930026,0.8905986070410842,0.8905986070410837,343.3871026181387,44.83711003950654,0.2103800521434063,0.6294362124497694,1.1590048914352655,0.9252558615562236,0.9190976771514464,0.7914484963715878,4.978557767182394,3.36630736976163,14.00741505142268,0.97953356305963,0.4810346981930027,0.5218079250414411,-0.5170514184999877,0.743680061747098,0.9792128951122248,0.993550454438841,1
5.581289077518263,0.4822767084775086,0.8965944733750626,0.8965944733750628,264.61065315622494,36.29023186245895,0.2446311514801999,0.5158499170885037,1.4513522493612054,0.9064114581187868,0.8997241021449942,0.714027357266436,5.764284175182022,3.736793420799693,15.19534096038202,1.2165717418053934,0.4822767084775087,0.5999136824010702,-0.535712028838668,0.8081218395262094,0.9751577740403792,0.9933097989855088,1
2.0640574088091124,0.2048207119857747,0.8483012693478338,0.848301269347834,101.37997620136944,14.698015236902306,0.0928795415224913,0.8347240402747382,0.565776229958665,0.9668189916080814,0.9638967244358696,0.9133884653738946,2.128546373014585,2.442594074394464,6.335416125663333,0.4828518254895151,0.2048207119857747,0.2799598302753681,-0.5422742444837929,0.5857060418204376,0.9907741161847547,0.9972031770363908,1
1.6838614655420996,0.1583947279892348,0.8315107542211951,0.8315107542211948,93.6704860041564,11.93171642770944,0.064894001105344,0.8969348036829319,0.3845155243218796,0.9779342162569684,0.9758712195707856,0.9470026101739716,1.7277663761008386,2.274342019896194,5.503942225031003,0.3294280443748715,0.1583947279892349,0.2029858167574785,-0.5268019540558495,0.4898228890784117,0.9936786969761756,0.9979003885790368,1
1.7559780342896962,0.1608027261149557,0.8494733934865107,0.84947339348651,119.45838787343794,14.607776271580082,0.0615172349577085,0.91125629913829,0.3376927294230722,0.980037802414164,0.9779767994577262,0.9545468539744328,1.8009598377877496,2.282476811803152,5.947550999288697,0.2893637987099101,0.1608027261149557,0.1870161356811028,-0.5538966393515122,0.4768978070837646,0.9941005957990172,0.9978985385562982,1
2.109007458069012,0.2400429221933871,0.837148690706067,0.837148690706066,127.0862622816501,17.236126877758597,0.1009712310169165,0.8465730719757111,0.5425820183894515,0.9655786814623724,0.9621292099876584,0.9199192017493272,2.1910988937548064,2.443146626297578,6.64893280856319,0.4577591838322462,0.2400429221933871,0.2890830563559927,-0.5165716863934109,0.5602480092021153,0.9901242209601137,0.9967757338893312,1
